Name,Value
 AU04_c_mean,3.35503746751351e-05
 p_12_max,3.870637801523859e-05
 AU04_c_q75,6.998625284599126e-05
 AU04_c_var,8.587324870937777e-05
 AU04_c_std,8.588624977092189e-05
 AU04_r_q75,0.0001186387593199876
 AU04_c_iqr,0.00013631281381406207
 AU04_r_mean,0.0001728127150323881
 AU04_c_max,0.00018742292447910188
 AU04_r_median,0.0002379043624620096
 AU04_r_max,0.00024570481813325436
 AU04_c_range,0.0003334065857199253
 p_10_max,0.00038942923569871565
 eye_lmk_Z_6_kurtosis,0.0004385328455916425
 eye_lmk_Z_21_kurtosis,0.00044360137865939313
 eye_lmk_Z_7_kurtosis,0.00045596789797022584
 eye_lmk_Z_17_kurtosis,0.0004673861879598838
 eye_lmk_Z_22_kurtosis,0.0004695240785891808
 eye_lmk_Z_20_kurtosis,0.0004742665794404625
 eye_lmk_Z_23_kurtosis,0.00047606832997965754
 eye_lmk_Z_18_kurtosis,0.0004774338809600258
 eye_lmk_Z_13_kurtosis,0.0004812716582426136
 eye_lmk_Z_16_kurtosis,0.00048496854902277766
 eye_lmk_Z_15_kurtosis,0.0004900643888235503
 eye_lmk_Z_5_kurtosis,0.0004954496903728927
 eye_lmk_Z_12_kurtosis,0.0004982723272269795
 eye_lmk_Z_14_kurtosis,0.0005104106206091419
 eye_lmk_Z_11_kurtosis,0.0005152874758509681
 eye_lmk_Z_27_kurtosis,0.0005155088391381597
 eye_lmk_Z_19_kurtosis,0.0005175445646727279
 eye_lmk_Z_4_kurtosis,0.0005200441092942849
 eye_lmk_Z_24_kurtosis,0.0005228116232631063
 eye_lmk_Z_25_kurtosis,0.0005407865540159846
 eye_lmk_Z_26_kurtosis,0.0005446093588286598
 eye_lmk_Z_0_kurtosis,0.0005459675223616376
 eye_lmk_Z_10_kurtosis,0.000550115968966698
 eye_lmk_Z_9_kurtosis,0.0005579295126418583
 eye_lmk_Z_8_kurtosis,0.0005613645703764976
 eye_lmk_Z_3_kurtosis,0.0005695637122151521
 AU04_r_min,0.0006320537275804494
 eye_lmk_Z_2_kurtosis,0.0006576902433452142
 eye_lmk_Z_1_kurtosis,0.000660095174783798
 AU04_r_q25,0.0010249399079962796
 p_10_q75,0.0012347013965600597
 p_10_mean,0.001327027211162726
 p_10_median,0.001983077823171373
 AU04_r_range,0.002018093819465067
 p_19_max,0.0021385058334967163
 p_12_q75,0.0022206779265518434
 p_12_var,0.0022327436308153792
 p_12_std,0.00223415331682408
 p_10_q25,0.0023414174365895698
 p_2_range,0.002371230528826516
 p_2_max,0.002482077074113778
 p_2_var,0.0032086090871711113
 p_2_std,0.0032103753333618695
 AU10_c_mean,0.0033614193451949165
 p_2_iqr,0.004306947902202483
 p_24_min,0.004417256349413998
 p_4_min,0.0046624951511666235
 AU04_r_std,0.0051487184495790615
 Y_25_kurtosis,0.005159361966748678
 y_26_skew,0.0052476987269161075
 Y_26_kurtosis,0.005332726723268103
 y_26_kurtosis,0.005404794467420552
 p_12_iqr,0.005668568940232878
 p_26_q75,0.00576442972370949
 AU04_r_var,0.005923036777259689
 AU07_c_q25,0.006003449346201707
 p_11_max,0.00620886974946777
 AU04_r_iqr,0.006458179087535182
 AU04_c_median,0.006629251281380669
 AU10_c_std,0.006673852283887561
 AU10_c_var,0.00668167134406733
 Y_24_kurtosis,0.0069519308145909635
 AU07_c_mean,0.007023923722439873
 p_18_mean,0.007094308070918403
 p_24_range,0.007097619225713052
 AU26_r_iqr,0.00720703996725353
 p_11_range,0.007209197182809825
 p_12_mean,0.0077363087407238615
 AU26_r_std,0.007777876802288945
 AU26_r_var,0.0078019551027804935
 p_18_q25,0.007999351935950806
 y_25_kurtosis,0.008506541625663359
 p_18_median,0.008546900204330047
 p_19_q75,0.00858027244694168
 eye_lmk_Y_42_kurtosis,0.008618552643626947
 p_18_q75,0.00879703220095513
 p_15_min,0.009236800363545692
 p_12_median,0.009416863609633626
 y_23_kurtosis,0.009690166632349473
 AU26_r_mean,0.009821336238788277
