Name,Value
 AU04_c_q75,2.5437758836225516e-05
 eye_lmk_Y_33_iqr,0.0008325902060718291
 eye_lmk_Y_50_iqr,0.0009866020326300584
 AU04_c_median,0.0009896945702196353
 eye_lmk_Y_51_iqr,0.0010176356826230536
 eye_lmk_Y_34_iqr,0.0010308863325003783
 p_24_min,0.0010648784844069182
 eye_lmk_Y_32_iqr,0.0011082576818291418
 eye_lmk_Y_49_iqr,0.0012155279776475411
 eye_lmk_Y_31_iqr,0.0012663729749096899
 y_9_kurtosis,0.0013005938357628173
 eye_lmk_Y_48_iqr,0.001325523592770314
 eye_lmk_Y_42_iqr,0.001359442170085145
 y_26_iqr,0.0014720356709079032
 eye_lmk_Y_52_iqr,0.001511429693034066
 eye_lmk_Y_35_iqr,0.0015895271088844354
 eye_lmk_Y_53_iqr,0.0016137941343954704
 eye_lmk_Y_41_iqr,0.0016300502084305463
 AU10_c_q75,0.001635912228381954
 eye_lmk_Y_43_iqr,0.0016589454151950851
 eye_lmk_Y_55_iqr,0.001765548464463271
 eye_lmk_Y_43_kurtosis,0.0017939418359951634
 eye_lmk_Y_30_iqr,0.001805519771299232
 eye_lmk_Y_54_iqr,0.0018190400547608402
 eye_lmk_Y_45_kurtosis,0.0018664550964257352
 eye_lmk_Y_44_kurtosis,0.0018710727433701828
 eye_lmk_Y_40_iqr,0.001929476401034472
 eye_lmk_Y_29_iqr,0.0019339694704433518
 eye_lmk_Y_28_iqr,0.0021088772787476984
 eye_lmk_Y_39_iqr,0.002139816757333869
 x_9_kurtosis,0.00215246575901717
 AU04_c_max,0.002238723349483603
 eye_lmk_Y_32_kurtosis,0.002271090379207932
 eye_lmk_Y_44_iqr,0.0023130715188298856
 eye_lmk_Y_33_kurtosis,0.002466230099703399
 eye_lmk_Y_45_iqr,0.0024935015601493223
 y_8_kurtosis,0.002600549053555784
 eye_lmk_Y_31_kurtosis,0.0026130822196483495
 AU04_c_mean,0.002745051371478144
 eye_lmk_Y_46_kurtosis,0.0027480892096423096
 eye_lmk_Y_46_iqr,0.002865646815224552
 eye_lmk_Y_42_kurtosis,0.0028757085026645426
 y_7_kurtosis,0.0028757085026645426
 p_13_min,0.002924059736248912
 eye_lmk_Y_38_iqr,0.002962752391155081
 eye_lmk_Y_51_kurtosis,0.003023022232284251
 x_58_kurtosis,0.0030736307422130327
 x_10_kurtosis,0.0031398563159396858
 x_56_kurtosis,0.003230151696052895
 x_65_kurtosis,0.0032377872530162197
 x_66_kurtosis,0.0032377913737442468
 x_57_kurtosis,0.003237795494475406
 eye_lmk_Y_50_kurtosis,0.003268490043302307
 eye_lmk_Y_34_kurtosis,0.003283934430945123
 eye_lmk_Y_52_kurtosis,0.003330667313352608
 x_67_kurtosis,0.0033385105284136508
 eye_lmk_Y_30_kurtosis,0.0033780008429299185
 AU04_c_range,0.0034398177300006736
 eye_lmk_Y_41_kurtosis,0.003540251333416816
 x_60_kurtosis,0.0035735356469933305
 p_13_q25,0.0035735445691006955
 eye_lmk_Y_49_kurtosis,0.0035735445691006955
